When you were approaching a pedestrian crossing, you were not sure whether there are pedestrians trying to cross the road or not, you slow downed.		true	Correct
This road sign indicates other than designated vehicles, special light equipment, mopeds or light vehicles are prohibited from entering.	img-x-original-x-01-x-A-x-1規制-37専用通行帯.jpg	true	Correct
This road sign indicates both pedestrians and vehicles are prohibited to enter.	img-x-original-x-01-x-A-x-1規制-02車両通行止め.jpg	false	This road sign is “Closed to all vehicles”. Vehicles are prohibited  to enter but pedestrians are not prohibited to enter.
Overtaking is prohibited within 30m from the bus stop.		false	Overtaking is not prohibited within 30m from the bus stop.
This road marking is ”no entry zone”.	img-x-original-x-03-x-A-x-7規制標示-08停止禁止部分.jpg	false	This road marking is ”no stopping zone”.
Stopping distance is the distance from when the brake begins to work to when the vehicle stops.		false	Stopping distance is reaction distance plus braking distance. It must be from when a driver senses danger to when the vehicle stops.
Only designated vehicles such as whose garage is on the road side may drive on a pedestrian only road.		true	Correct
When a traffic signal ahead is a flashing amber light, pedestrians and vehicles can proceed while paying attention to other traffic.		true	Correct
When making a right/left turn at an intersection, you do not need to slow down if there is no another vehicles or no pedestrians trying to cross at the intersection.		false	Right/left turn at an intersection is the situation that drivers are always required to slow down.
As the vehicle inspection certificate and the automobile liability damage insurance certificate are very important, you must keep them at your house not to lose them.		false	Always keep them in the motor vehicle and mopeds, not at home.
To warn other vehicles of your approach at a blind intersection or curve at night, you should sound your horn rather than flash head lights.		false	You should flash head lights rather than sound horn.
I stopped at the stop line because a police officer gave a hand signal that he stretched his arms up straight over his head at the intersection.		true	Correct
This road sign indicates the end of no parking zone.	img-x-original-x-01-x-A-x-1規制-19駐車禁止3.jpg	false	This road sign indicates the beginning of no parking zone.
You can overtake another vehicles even in a tunnel if it is with vehicle lanes.		true	Correct
When you are driving within the legal speed limit, you must drive considering road or traffic condition and must drive as safe speed as possible.		true	Correct
When making a left turn at an intersection, drivers must drive as far as possible from the left side of the road to prevent causing accidents with pedestrians or bicycles.		false	Drivers must drive as close as possible to the left hand side of the road.
When a police officer gives a hand signal at a location other than an intersection, the stopping position is 1 meter in front of the policeman.		true	Correct
There were school children trying to cross the road at an intersection without pedestrian crossing, you stopped temporary and let them cross the road.		true	Correct
Vehicles must not drive on a safety zone only when there are pedestrians on it.		false	Vehicles must not drive on the safety zone regardless of the presence of the pedestrians.
Overtaking is prohibited within 30 meters of a route bus stop.		false	Overtaking is not prohibited within 30 meters of a route bus stop.
When you pass beside a small child walking alone, you must always stop rather than slowing down.		false	It is not “must always stop”, but must stop or slow down to allow them to pass safely.
On a road where the left hand side is less than 6 meters, drivers may veer off to the right at a minimum to overtake another motor vehicles or mopeds.		true	Correct
When you were driving on a road where the vehicle lane is marked with a yellow line, as you noticed an emergency vehicle was approaching from your behind, you changed lane and yielded to the emergency vehicle.		true	Correct
Since a vehicle with an automatic transmission moves due to creep phenomenon, be sure to keep your foot firmly on the brake pedal and apply the hand brake just in case.		true	Correct
When the front vehicles brake lights become brighter suddenly at night, you may think that a driver of the front vehicle applied the foot brake.		true	Correct
On a road with this road marking, you can not park your vehicle waiting passengers but you can stop your vehicle to let a passenger in and out.	img-x-original-x-03-x-A-x-7規制標示-04駐停車禁止.jpg	false	On a road with this road marking, both parking and stopping are prohibited.
When a bus stopped at a bus stop and signaled to start, I stopped behind the bus and let the bus start.		true	Correct
This road sign indicates closed to all vehicles.	img-x-original-x-01-x-A-x-1規制-03車両進入禁止.jpg	false	This road sign indicates no entry for vehicle.
The centerline is not always located in the center of the road.		true	Correct
When you park a vehicle with an automatic transmission on upgrades, put the gearshift into 2 or 1(L) rather than into P.		false	For automatic vehicles, shift the lever into P in all situations.
When a vehicle stopping on the left edge of the road turns on the right indicator, you may think that the vehicle is going to start.		true	Correct
When this traffic signal ahead of you, you can proceed while paying attention to another vehicles if you slowing down.	img-x-original-x-04-x-1項目02-1-2-1-信号機赤点滅.no.jpg	false	You must stop at the stop line and proceed after checking safety.
When you drive beside a bus which is stopping at a bus stop, you should anticipate a pedestrian behind the stopped bus may start to cross the road.		true	Correct
When you want to cross a sidewalk or a side strip to enter a roadside facility, you must stop before it only where there are some pedestrians.		false	You must stop before you cross the sidewalk or the side strip even if there are no pedestrians.
This road sign indicates no overtaking.	img-x-original-x-01-x-A-x-1規制-16追越しのための右.jpg	false	This road sign indicates no overtaking on the right hand side.
When pulling away from the roadside, you need to check the surroundings for safety by looking in the rearview mirror etc, after you signal using indicator etc.		false	Incorrect
This road sign indicates closed to only passenger vehicles.	img-x-original-x-01-x-A-x-1規制-04二輪自動車以外.jpg	false	This road sign indicates closed to not only passenger vehicles but all vehicles except motorcycles.
Even if the traffic signal ahead is red but the amber arrow light is shown, vehicles can proceed in the direction indicated by the amber arrow light.		false	The amber arrow light is only for streetcars. Vehicles must stop at the stop line.
This road sign indicates one way.	img-x-original-x-01-x-E-x-6標示板-02左折可.jpg	false	This road sign indicates left turn permitted.
On roads with this road sign, vehicles can enter this road those who have designated parking spaces along the road or have special permission.	img-x-original-x-01-x-A-x-1規制-32歩行者専用.jpg	true	Correct
At uncontrolled intersections where the width of both roads is similar, a vehicle must not obstruct vehicles coming from the right.		false	Drivers must not obstruct vehicles coming from the left.
The stopping distance is affected by how the driver applied the brake or how fast your speed was, but it is not affected by the condition of the road surface.		false	It is also affected by the condition of the road surface. If the road surface is wet from rain, the stopping distance will be longer.
When you drive on a road without vehicle lanes, if you drive on the left side of the road, you can drive anywhere you like.		false	Even if there are no vehicle lanes, you can not drive anywhere you like. You must drive on the left hand side of the lane.
The maximum speed limit for mopeds is 30 km/hr even on a road without speed limit road signs or road markings.		true	Correct
When you drive a vehicle with an automatic transmission on a long downhill, you must use foot brake and hand brakes to reduce speed.		false	Drivers must use foot brake and engine brake.
When you approached a pedestrian crossing and a pedestrian was crossing on it, you slow downed and passed the pedestrian crossing while paying attention not to disturb the passage of the pedestrian.		false	When pedestrians or bicycles are crossing or attempting to cross the road with a pedestrian crossing or bicycle crossing zone, drivers must stop in front of it.
When a vehicle is turning left at an intersection, the front wheels tend to travel around a smaller radius than the rear wheels.		false	When a vehicle is turning left at an intersection, the front wheels tend to travel around a larger radius than the rear wheels.
Before you start the engine of an automatic transmission, you should check the position of the brake pedal by pressing it with your leg and the position of the gas pedal with your eyes.		true	Correct
A safe distance between vehicles is a distance as same as or longer than the stopping distance. When driving at 40 km/hr, at least 20 meters is required.		false	Safe distance between vehicles is as same as the shortest stopping distance. When you drive at 40 km/hr, at least 22 meters is required.
When a police officer gives a hand signal that conflicts with a traffic light, you must obey the police officers instruction.		true	Correct
When driving on bends where visibility is poor like mountain roads, you need to sound your horn even when there is no Sound Horn sign to let another vehicles know your presence.		false	When there is no “Sound Horn” sign, you must not sound your horn other than avoiding danger. In this situation, you should flick on your headlights.
When you are tired from working overtime etc., you should refrain from driving.		true	Correct
This road marking indicates pedestrian crossing or bicycle crossing zone ahead.	img-x-original-x-03-x-B-x-8指示-14横断歩道または２.jpg	true	Correct
You should not yield at an intersection because it can cause a traffic jam or an accident.		false	Drivers should give way each other even at an intersection. This will lead to accident-free driving.
When driving with small children in a motor vehicle, a driver is required to use child seats or let them sit on back seats to prevent them from obstructing the operating of the vehicle.		false	Even if the small children are sitting on the back seat, the driver is also required to use the child seats.
When the vehicle ahead of you is attempting to overtake another motor vehicle, you may overtake both of these vehicles if the road ahead appears safe.		false	This is the traffic violation called Double overtaking even you thought the road ahead is safe.
When making a right turn at an intersection, there were oncoming vehicles approaching or turning left, but you kept making right turn because you entered the intersection first.		false	Even if you entered the intersection first, you do not have the priority. You must not disturb the oncoming vehicles which are going straight or turning left.
When there are three or more vehicle lanes in the same direction, the far right vehicle lane is left open for overtaking etc.		true	Correct
Near a corner, near the crest of a hill and on a steep downgrade are the locations where you must slow down and also the locations where overtaking is prohibited.		true	Correct
Supposed that you are an interim-licensed driver and wants to use public roads while learning to drive. You must practice driving, being in the vehicle with an accompanying adult with a valid license for more than 3 years or with a class 2 driver’s license.		true	Correct
At an intersection with this road sign, motor vehicle except large-sized trucks and special heavy equipment can make a right turn.	img-x-original-x-01-x-A-x-1規制-13指定方向外禁止7.jpg	false	This road sign is only for large-sized trucks. Special heavy equipment can make a right turn.
When a traffic signal is green at a railway crossing, you do not need to stop in front of it but have to check safety.		true	Correct
When you are going to overtake a vehicle, you must use the right signal, and then check safety in front and back of your vehicle.		false	You must check the safety first and then turn on the right signal.
This road marking indicates No entry zone.	img-x-original-x-03-x-A-x-7規制標示-07立入り禁止部分.jpg	true	Correct
This road sign indicates motor vehicles and mopeds can not drive.	img-x-original-x-01-x-A-x-1規制-11車両通行止め.jpg	true	Correct
When hand signals given by a police officer or traffic warden are controlling the traffic is different from the traffic light signals, you must obey the traffic light signal.		false	You must obey the police officer.
When pulling away with an automatic vehicle, it is dangerous if you do not check the change lever visually whether it is in the right position or not.		true	Correct
This road sign indicates you can overtake another motor vehicles or mopeds if you do not enter the right hand side of the road.	img-x-original-x-01-x-A-x-1規制-17追越し禁止.jpg	false	This road sign indicates “No overtaking”. You must not overtake another motor vehicles or mopeds even if you do not enter the right hand side of the road.
Even the traffic signal on the cross road is red, it does not mean that the traffic signal ahead of you are always green.		true	Correct
The braking distance when the road surface is wet and your tires are worn out may become double longer compared with dry road surface and good tires.		true	Correct.
When making a right turn from a one-way road, motor vehicles must move as far as possible to the right hand side of the road, slow down and drive inside the center of the intersection.		true	Correct.
You should switch off your cellular phone or engage the phones message mode before drive. Because if you use a cellular phone while driving, you may have a traffic accident.		true	Correct.
A pedestrian was crossing on or near an intersection where there was no pedestrian crossing, you slowed down while paying attention not to disturb him.		true	Correct.
When overtaking other vehicles, except the front vehicle is driving on the center of the road (right edge of the road on a one-way road) to make a right turn, drivers must not overtake on the left side of it.		true	Correct.
You must slow down when you are attempting to make a left/right turn while driving a vehicle.		true	Correct.
When you leave the vehicle, you may keep the engine on if it is a short time.		false	When you leave the vehicle, you must stop the engine even in a short time.
Overtaking is prohibited within 30 meters of a route bus stop.		false	Overtaking is not prohibited near a route bus stop.
At an intersection where there is a Left-turn permitted sign on the left side of the road or attached to a traffic light, you have the right to turn left prior to crossing pedestrians.		false	You do not have the right of way. Drivers must not obstruct the passage of pedestrians, bicycles or other vehicles crossing with the green light.
When a police officer gives a hand signal that conflicts with a traffic light, you are required to obey the traffic light.		false	You are required to obey the police officers hand signals.
When making a right turn at an intersection, a driver should anticipate a motorcycle behind the oncoming vehicle which make a right turn.		true	Correct
Though a driver was driving on a road where overtaking is prohibited, motor vehicle driver overtook a moped.		false	On a road where overtaking is prohibited, you must not overtake another motor vehicles or mopeds.
At the intersection with this road sign, vehicles can turn left even if the traffic signal ahead is red while paying attention to pedestrians and surrounding traffic.	img-x-original-x-01-x-E-x-6標示板-02左折可.jpg	true	Correct
When you drive a motor vehicle with an automatic transmission and the gearshift is in D on a long downhill slope, you should use foot brake to adjust your speed because the engine brake is useless.		false	You should use the engine brake. When the engine brake does not work efficiently, change the gearshift to the lower position.
When making a left turn at an intersection, vehicles must move as close as possible to the left hand side of the road, slow down and drive along the left edge of the intersection.		true	Correct.
This road marking indicates Intersection ahead.	img-x-original-x-03-x-B-x-15前方優先道路.jpg	false	This road marking indicates “Right-of-way ahead”
When drivers practice under a learner drivers permit, they must drive under the instruction of a person who has held a class one drivers license for more than three years or a person holding a class two drivers license. The person must sit beside the driver in that vehicle.		true	Correct.
You should not give another vehicle the right of way at an intersection, because yielding the way may cause traffic jam or a traffic accident.		false	You should give way each other even at the intersections.
This road sign indicates pedestrian crossing for students ahead.	img-x-original-x-01-x-C-x-3警戒-12学校・幼・保.jpg	false	This road sign indicates “School, Kindergarten, and Nursery”.
When driving on a road where the roadway and the sidewalks are not separated, I passed beside a pedestrian while slowing down and paying attention because it was difficult to keep a safe distance.		true	Correct.
When you are attempting to changing lane, U-turn or reversing, you should signal first then check safety.		false	The drivers must check safety first.
If there is a stationary motor vehicle in front of a pedestrian crossing or a bicycle crossing zone, you must slow down before you pass the stationary motor vehicle.		false	Vehicles must stop.
A green light does not mean that you must proceed, but it means you can proceed.		true	Correct
When overtaking another motor vehicle or mopeds, drivers are permitted to enter the right hand side of the road in which the width of the left hand side is more than 6m.		false	Drivers are permitted to enter the right hand side of the road to overtake another motor vehicle or mopeds only when the left side is less than 6m.
This road sign indicates any kinds of vehicles may drive on this road but must slow down because there must be many pedestrians.	img-x-original-x-01-x-A-x-1規制-32歩行者専用.jpg	false	Vehicles must not drive on a pedestrian only road. However, vehicles with permission, i.e. have a garage on the roadside, are allowed to drive on this road.
This road marking indicates both parking and stopping are prohibited.	img-x-original-x-03-x-A-x-7規制標示-04駐停車禁止.jpg	true	Correct
When a bus stopped at a bus stop signals to pull out, I stopped behind the bus and let the bus start.		true	Correct.
When you are driving on a priority lane for buses with regular motor vehicle and a school bus approaches, you do not need to exit the priority lane for buses because a school bus is not a route bus.		false	When motor vehicle are driving on a priority lane and a school bus is approaching, drivers also must exit the priority lane.
You drove beside the safety zone without slowing down because there were no pedestrians on it.		true	Correct.
When a vehicle driver crossed a side strip to enter/leave a roadside facility, the driver needed to slow down as there was a pedestrian.		false	When a driver crosses a side strip/side walk to enter/leave a roadside facility, the driver must always stop before cross it.
On the road with this road marking, drivers must not change lanes as shown by the arrow.	img-x-original-x-08-x-1項目10-進路変更P5.jpg	true	Correct
When crossing a side walk or a side strip to enter/leave a road side facility, you must stop before you cross only when there are some pedestrians.		false	You must stop before you cross it even if there is no pedestrians.
This road sign indicates U-turn is prohibited.	img-x-original-x-01-x-A-x-転回禁止.gif	true	Correct
When parking a vehicle with automatic transmission, the gearshift must be shifted into P irrespective of the road condition.		true	Correct.
There is a flashing red light ahead, driver must slow down, check safety and proceed.		false	Vehicles and streetcars must stop at the stop line and proceed after checking safety.
At near a street corner, you must slow down only when the corner has poor visibility.		false	Driver must slow down near street corners regardless of poor and good visibility.
Timing of a signal to make a right/left turn is approximately 3 seconds before turning.		false	When making left/right turn or U-turn, timing of a signal is 30m before the turn.
When the traffic signal ahead changed to amber, drivers may proceed through the intersection if there is no vehicles on the crossing road.		false	Vehicles and streetcars are prohibited from crossing the stop line.
There was a possibility that you were going to stop on a no stopping zone because the traffic ahead was congested but you kept proceeding.		false	Drivers must not enter the no stopping zone when there is a posibility to stop on it because of the traffic congestion.
Braking distance is influenced by how the driver applies the brake or the current speed, but it is not influenced by the condition of the road surface.		false	Braking distances is influenced by the condition of the road surface. It becomes longer when driving on wet road surfaces, gravel road or when driving with a heavy load.
When you drive on roads where there are two or more vehicle lanes in the same direction, you should weave from an empty lane to another lane for safety on traffic and to run smoothly.		false	Vehicles must not change lanes unnecessarily.
On general rules, other than route buses can not drive on exclusive lane for buses.		false	Light vehicles, mopeds and special light equipment also can drive on exclusive lane for buses.
When approaching a pedestrian crossing, you slowed down because it was not clear whether pedestrians are rossing the street or not.		true	Correct.
How to give a signal to pull away from the left edge of the roadway is as same method as a signal to make a right turn.		true	Correct.
When you are overtaking, you must not exceed the maximum speed limits posted by road signs or road markings.		true	Correct
Everytime when making a left/right turn at an intersection, you must slow down.		true	Correct
When you were driving toward a poor visibility intersection and you could see a stop sign is attached on the crossing road, you slowed down because you thought a bicycle may jump out from the crossing road.		true	Correct
When you drive beside the stopped school bus, you do not need to slow down if you see no person near the school bus.		false	When driving near a school bus which has stopped to pick up/drop off pupils, drivers must slow down and check safety.
Drivers licenses are classified as class one, class two and learner drivers permit.		true	Correct
Though there was not a Sound Horn road sign, I sounded a horn in unavoidable situation to avoid danger.		true	Correct
When the roads are congested, motorcycles and mopeds may drive on the side strip.		false	Vehicles are prohibited to drive on the side strip in any situations.
When you are driving a regular motor vehicle and you are caught in a heavy traffic jam, you may drive in the priority lane for buses.		false	If it may be difficult for a motor vehicle to exit the priority lane due to traffic congestion when a bus is approaching, drivers must not enter the priority lane for buses.
When stopping at an intersection, you can stop smoothly by stepping on the brake pedal several times, which also prevents rear-end collisions.		true	Correct
On the road with this road sign, the drivers may turn left even when the traffic signal ahead is red or amber.	img-x-original-x-01-x-A-x-1項目03-1-2-標識左.jpg	false	This road sign indicates “One way”
This road marking shows the portion of the road to drive when making a right turn at an intersection with a motor vehicle.	img-x-original-x-03-x-A-x-7規制標示-21右左折の方法1.jpg	true	Correct
You noticed a pedestrian raised his hand to cross the road at a pedestrian crossing, you passed without blocking his way by slowing down.		false	When pedestrians or bicycles are crossing or attempting to cross the road on a pedestrian crossing or bicycle crossing zone, drivers must stop in front of the pedestrian crossing or bicycle crossing zone and yield to pedestrians and bicycles.
When your vehicle was in an intersection and an emergency vehicle was approaching from your behind, you avoided the intersection, pulled over to the left hand side of the road and stopped.		true	Correct
On the road with this road sign, the drivers need to pay attention that there may be strong side wind.	img-x-original-x-01-x-C-x-3警戒-14すべりやすい.jpg	false	This road sign indicates “Slippery road”
When you drive beside a pedestrian or a bicycle, you must slow down if it’s difficult to maintain a safe distance.		true	Correct
The yellow centerline indicates overtaking by entering the right hand side of the road is prohibited.		true	Correct
At an uncontrolled intersections where two roads of same width crosses, you must grant vehicle coming from your right hand side of the road.		false	At an uncontrolled intersections where the width of both roads is similar, the vehicle coming from the left has priority.
If there is an obstacle ahead in your lane and you need to change lane, you may keep going because the oncoming vehicles must give a right of way to you.		false	When the obstacle is on your side, the oncoming vehicles have the right of way. You must stop or slow down to give way to the oncoming vehicles.
When approaching a crosswalk, you were not sure there was a pedestrian who is going to cross. Even in this situation, you drove at the same speed without slowing down.		false	If you werent sure there was a pedestrian you have to slow down when you were approaching a cross walk.
If you are going to drive for a long time, you should take a rest at least every two hour.		true	Correct
You had better continue to signal for a while after your action has completed.		false	When your action has completed, you must stop signaling immediately.
At an intersection where two roads crosses, the road that has the vehicle lanes are marked through the intersection is a priority road.		true	Correct
On the road with this road sign, vehicles with permission i.e. garage on the roadside, are allowed to drive.	img-x-original-x-01-x-A-x-1規制-32歩行者専用.jpg	true	Correct
When your vehicle is crossing a sidewalk to enter a garage or a parking space, you must slow down before crossing the sidewalk.		false	Drivers must stop before crossing the sidewalk.
When a bus stopped at a bus stop and was indicating to pull out, I slowed down behind the bus and let the bus start first.		true	Correct
When overtaking, the motor vehicle ahead pulled over to the center of the road to make a right turn, I passed on the left side of the motor vehicle.		true	Correct
Stopping distance is the distance from when a driver senses danger and then applies the brake to when the vehicle stops.		true	Correct
Supposed that you are interim-licensed driver and wants to use the public roads while learning to drive. You must practice driving with a person who has held a drivers license for more than three years or a person holding a class two drivers license.		true	Correct
When driving with an infant (below 6 years old), the driver is required to use a child seat or let the infant sit on the back seat not to obstruct the driver to drive.		false	When driving with an infant (below 6 years old), the driver is required to use a child seat even if the child is sitting on the back seat.
I sounded my horn to warn a pedestrian and passed because a pedestrian was crossing a road near an intersection without pedestrian crossing.		false	Drivers must not sound their horns unnecessary. Drivers should use their horn only to avoid danger. Also, when pedestrians are crossing on or near an intersection without a pedestrian crossing, drivers must not obstruct them.
When making a right turn at an intersection, even if you noticed oncoming vehicles are turning left or moving straight ahead, you continued making a right turn without stopping because you entered the intersection first.		false	Vehicles turning right must not obstruct oncoming vehicles, even if you enter the intersection first.
When mopeds make a right turn at an intersection, there are some intersections where mopeds must make a right turn as same method as a bicycle according to the type or circumstances of the intersection.		true	Correct
This road sign indicates No parking.	img-x-original-x-01-x-A-x-1規制-18駐停車禁止.jpg	false	This road sign indicates “No parking or stopping”
When there are two vehicle lanes in the same direction, drivers should drive in a less traffic vehicle lane.		false	When there are two vehicle lanes in the same direction, vehicles must proceed in the left hand vehicle lane and must not change lanes unnecessary.
This road marking indicates No entry zone.	img-x-original-x-03-x-A-x-7規制標示-08停止禁止部分.jpg	false	This road marking indicates “No stopping zone”
Drivers must consider about wheelbase differential not only when making a left turn but also when making a right turn.		true	Correct
This road sign indicates the end of the traffic regulation shown by the main road sign.	img-x-original-x-02-x-5補助-07終わり4.jpg	true	Correct
On a road with this road sign, two wheelers motor vehicles and mopeds are prohibited to enter.	img-x-original-x-01-x-A-x-1規制-08二輪の自動車.jpg	true	Correct
A beginner driver is not good at driving yet, so that he/she must not drive on the expressways.		false	After you get a driver’s license, drivers can drive anywhere.
At the time you intend slowing down, stopping or reversing, the timing of a signal is about to do that.		true	Correct
Motor vehicles and mopeds must not drive on the sidewalks or side strips except crossing the sidewalks or side strips when entering/leaving a roadside facility.		true	Correct
When you make a left turn at an intersection, you must pay attention to pedestrians and bicycles to prevent causing accident by the wheelbase differential which is generated when a vehicle turns.		true	Correct
You must not drive on the public roads with your learner driver’s permit other than the purpose of driving lessons or driving examination.		true	Correct
This road sign indicates Right turn prohibited.	img-x-original-x-01-x-A-x-1規制-14車両横断禁止.jpg	false	This road sign indicates “No crossing”.  You must not make a right turn to enter a roadside facility.
On the road with this road sign, the drivers must pay a special attention as children may run out onto the road suddenly.	img-x-original-x-01-x-C-x-3警戒-12学校・幼・保.jpg	true	Correct
If a traffic signal is green at a railway crossing, drivers should check safety and can cross the railway crossing without stopping.		true	Correct
When you are going to enter a poor visibility uncontrolled intersection, you should slow down or stop according to the situation and check safety.		true	Correct
When a police officer prohibits or restricts vehicles or pedestrians to pass, you do not need to obey his instruction if you obey the roads signs or road markings.		false	Drivers must obey police officers instruction.
Though there is a No U-turn road sign on the road, you may make a U-turn if you do not obstruct pedestrians or other vehicles.		false	At locations where U-turns are prohibited by road signs or road markings, drivers must not make a U-turn even if you do not obstruct others.
When you were driving on a priority road, you passed a poor visibility intersection without slowing down.		true	Correct
When a bus stopped at a bus stop signals to pull out, vehicles behind the bus must slow down and not obstruct the bus.		false	When a bus stopped at a bus stop signals to pull out, vehicles behind the bus must not obstruct the bus.
On a road where the vehicle lane is marked with a yellow line, changing lane is not permitted in unavoidable conditions such as construction etc.		false	Even if the vehicle lane is marked with a yellow line, changing lane is permitted in unavoidable conditions such as construction etc.
The stopping distance of a regular passenger vehicle traveling at 60 km/h is approximately 44 meters on a dry asphalt road.		true	Correct
When the vehicle ahead is attempting to change lanes to the right in order to make a right turn, other vehicles must not obstruct the vehicle.		true	Correct
It is possible to pass on the sidewalk and pedestrian crossing by pushing a two-wheeled vehicle with the engine off.		true	Correct
When a streetcar stops to pick up or drop off passengers with safety zone, drivers must stop behind the streetcar until all the passengers has got on or off and everyone has crossed the road.		false	When a streetcar stops to pick up or drop off passengers WITHOUT SAFETY ZONE, drivers must stop behind the streetcar until all the passengers have got on or off and everyone has crossed the road. When a streetcar stops to pick up or drop off passengers with safety zone, drivers may proceed with slow down near the safety zone.
At uncontrolled intersections where the width of both roads are similar, drivers must not obstruct vehicles coming from the left.		true	Correct
When you are driving a motor vehicle and you are making a U-turn, you must give a signal 30 meters before the U-turn.		true	Correct
If vehicles and streetcars are already near a stop line, when the traffic signal becomes amber and it is impossible to stop safely, they may proceed through the intersection without stopping.		true	Correct
When you have a regular motor vehicle license, you can drive a special light equipment and moped.		true	Correct
Do not straddle another lane or drive over two lanes in roads with designated traffic lanes, except when overtaking another vehicle or in unavoidable circumstances.		true	correct
